Mod:Item:MetaData, Localized Name
mekanism:glowplasticblock:2, §2Green Plastic Glow Block
mekanism:glowplasticblock:3, §6Brown Plastic Glow Block
mekanism:glowplasticblock:4, §1Blue Plastic Glow Block
mekanism:glowplasticblock:5, §5Purple Plastic Glow Block
mekanism:glowplasticblock:6, §3Cyan Plastic Glow Block
mekanism:glowplasticblock:7, §7Light Grey Plastic Glow Block
mekanism:glowplasticblock:8, §8Grey Plastic Glow Block
mekanism:glowplasticblock:9, §dPink Plastic Glow Block
mekanism:glowplasticblock:10, §aLime Plastic Glow Block
mekanism:glowplasticblock:11, §eYellow Plastic Glow Block
mekanism:glowplasticblock:12, §9Light Blue Plastic Glow Block
mekanism:glowplasticblock:13, §dMagenta Plastic Glow Block
mekanism:glowplasticblock:14, §6Orange Plastic Glow Block
mekanism:glowplasticblock:15, §fWhite Plastic Glow Block
mekanism:reinforcedplasticblock:0, §8Black Reinforced Plastic Block
mekanism:reinforcedplasticblock:1, §cRed Reinforced Plastic Block
mekanism:reinforcedplasticblock:2, §2Green Reinforced Plastic Block
mekanism:reinforcedplasticblock:3, §6Brown Reinforced Plastic Block
mekanism:reinforcedplasticblock:4, §1Blue Reinforced Plastic Block
mekanism:reinforcedplasticblock:5, §5Purple Reinforced Plastic Block
mekanism:reinforcedplasticblock:6, §3Cyan Reinforced Plastic Block
mekanism:reinforcedplasticblock:7, §7Light Grey Reinforced Plastic Block
mekanism:reinforcedplasticblock:8, §8Grey Reinforced Plastic Block
mekanism:reinforcedplasticblock:9, §dPink Reinforced Plastic Block
mekanism:reinforcedplasticblock:10, §aLime Reinforced Plastic Block
mekanism:reinforcedplasticblock:11, §eYellow Reinforced Plastic Block
mekanism:reinforcedplasticblock:12, §9Light Blue Reinforced Plastic Block
mekanism:reinforcedplasticblock:13, §dMagenta Reinforced Plastic Block
mekanism:reinforcedplasticblock:14, §6Orange Reinforced Plastic Block
mekanism:reinforcedplasticblock:15, §fWhite Reinforced Plastic Block
mekanism:roadplasticblock:0, §8Black Plastic Road
mekanism:roadplasticblock:1, §cRed Plastic Road
mekanism:roadplasticblock:2, §2Green Plastic Road
mekanism:roadplasticblock:3, §6Brown Plastic Road
mekanism:roadplasticblock:4, §1Blue Plastic Road
mekanism:roadplasticblock:5, §5Purple Plastic Road
mekanism:roadplasticblock:6, §3Cyan Plastic Road
mekanism:roadplasticblock:7, §7Light Grey Plastic Road
mekanism:roadplasticblock:8, §8Grey Plastic Road
mekanism:roadplasticblock:9, §dPink Plastic Road
mekanism:roadplasticblock:10, §aLime Plastic Road
mekanism:roadplasticblock:11, §eYellow Plastic Road
mekanism:roadplasticblock:12, §9Light Blue Plastic Road
mekanism:roadplasticblock:13, §dMagenta Plastic Road
mekanism:roadplasticblock:14, §6Orange Plastic Road
mekanism:roadplasticblock:15, §fWhite Plastic Road
mekanism:plasticfence:0, §8Black Plastic Barrier
mekanism:plasticfence:1, §cRed Plastic Barrier
mekanism:plasticfence:2, §2Green Plastic Barrier
mekanism:plasticfence:3, §6Brown Plastic Barrier
mekanism:plasticfence:4, §1Blue Plastic Barrier
mekanism:plasticfence:5, §5Purple Plastic Barrier
mekanism:plasticfence:6, §3Cyan Plastic Barrier
mekanism:plasticfence:7, §7Light Grey Plastic Barrier
mekanism:plasticfence:8, §8Grey Plastic Barrier
mekanism:plasticfence:9, §dPink Plastic Barrier
mekanism:plasticfence:10, §aLime Plastic Barrier
mekanism:plasticfence:11, §eYellow Plastic Barrier
mekanism:plasticfence:12, §9Light Blue Plastic Barrier
mekanism:plasticfence:13, §dMagenta Plastic Barrier
mekanism:plasticfence:14, §6Orange Plastic Barrier
mekanism:plasticfence:15, §fWhite Plastic Barrier
mekanism:saltblock, Salt Block
minerstoolbox:detonator, Detonator
prodigytech:explosion_furnace, Explosion Furnace
prodigytech:magmatic_aeroheater, Magmatic Aeroheater
prodigytech:solid_fuel_aeroheater, Solid Fuel Aeroheater
prodigytech:energion_aeroheater, Energion Aeroheater
prodigytech:tartaric_aeroheater, Tartaric Aeroheater
prodigytech:capacitor_aeroheater, Capacitor Aeroheater
prodigytech:incinerator, Incinerator
prodigytech:blower_furnace, Blower Furnace
prodigytech:rotary_grinder, Rotary Grinder
prodigytech:heat_sawmill, Heat Sawmill
prodigytech:food_purifier, Food Purifier
prodigytech:solderer, Solderer
prodigytech:magnetic_reassembler, Magnetic Reassembler
prodigytech:ore_refinery, Ore Refinery
prodigytech:automatic_crystal_cutter, Automatic Crystal Cutter
prodigytech:capacitor_charger, Heat Accumulator
prodigytech:fuel_processor, Fuel Processor
prodigytech:food_enricher, Food Enricher
prodigytech:primordialis_reactor, Primordialis Reactor
prodigytech:atomic_reshaper, Atomic Reshaper
prodigytech:zorra_altar, Zorra Altar
prodigytech:air_funnel, Air Funnel
prodigytech:wormhole_funnel, Wormhole Funnel
prodigytech:linear_extractor, Linear Extractor
prodigytech:funnelling_extractor, Funnelling Extractor
prodigytech:dispersing_extractor, Dispersing Extractor
prodigytech:zorra_log, Zorra Wood
prodigytech:zorra_planks, Zorra Wood Planks
prodigytech:zorra_leaves, Zorra Leaves
prodigytech:zorra_sapling, Zorra Sapling
prodigytech:ferramic_block, Block of Ferramic
prodigytech:carbon_plate_block, Block of Carbon Plates
prodigytech:zorrasteel_block, Block of Zorrasteel
prodigytech:charred_cobblestone, Charred Cobblestone
prodigytech:charred_stone, Charred Stone
prodigytech:charred_stonebricks, Charred Stone Bricks
prodigytech:ash_bricks, Ash Bricks
prodigytech:particle_board, Particle Board
prodigytech:particle_board_planks, Particle Board Planks
prodigytech:ferramic_ingot, Ferramic Ingot
prodigytech:ferramic_nugget, Ferramic Nugget
prodigytech:ferramic_gear, Ferramic Gear
prodigytech:ash, Ash
prodigytech:purified_food, Purified Food
prodigytech:flour, Flour
prodigytech:sawdust, Sawdust
prodigytech:meat_ground, Ground Meat
prodigytech:meat_patty, Meat Patty
prodigytech:coal_dust, Coal Dust
prodigytech:ferramic_dust, Ferramic Dust
prodigytech:ferramic_dust_tiny, Tiny Pile of Ferramic Dust
prodigytech:iron_dust, Iron Dust
prodigytech:iron_dust_tiny, Tiny Pile of Iron Dust
prodigytech:gold_dust, Gold Dust
prodigytech:gold_dust_tiny, Tiny Pile of Gold Dust
prodigytech:diamond_dust, Diamond Dust
prodigytech:emerald_dust, Emerald Dust
prodigytech:quartz_dust, Nether Quartz Dust
prodigytech:carbon_plate, Carbon Plate
prodigytech:enriched_fuel, Enriched Fuel
prodigytech:inferno_fuel, Inferno Fuel
prodigytech:inferno_crystal, Inferno Crystal
prodigytech:sugar_cube, Sugar Cube
prodigytech:circuit_plate, Circuit Plate
prodigytech:circuit_crude, Crude Circuit
prodigytech:circuit_refined, Refined Circuit
prodigytech:circuit_perfected, Perfected Circuit
prodigytech:pattern_circuit_crude, Crude Circuit Pattern
prodigytech:pattern_circuit_refined, Refined Circuit Pattern
prodigytech:pattern_circuit_perfected, Perfected Circuit Pattern
prodigytech:heat_capacitor_0, 125°C Heat Capacitor
prodigytech:heat_capacitor_1, 250°C Heat Capacitor
prodigytech:heat_capacitor_2, 500°C Heat Capacitor
prodigytech:heat_capacitor_3, 1000°C Heat Capacitor
prodigytech:fuel_pellet_1, Fuel Pellet
prodigytech:fuel_pellet_4, Fuel Pellet x4
prodigytech:fuel_pellet_16, Fuel Pellet x16
prodigytech:fuel_pellet_64, Fuel Pellet x64
prodigytech:energion_crystal_seed, Energion Crystal Seed
prodigytech:energion_dust, Energion Dust
prodigytech:crystal_cutter, Crystal Cutter
prodigytech:wormhole_linker, Wormhole Linker
prodigytech:ferramic_handbow, Ferramic Handbow
prodigytech:primordium, Primordium
prodigytech:aeternus_crystal, Aeternus Crystal
prodigytech:zorra_leaf, Zorra Leaf
prodigytech:zorrasteel_raw, Raw Zorrasteel Ingot
prodigytech:zorrasteel_ingot, Zorrasteel Ingot
prodigytech:tartaric_stoker, Tartaric Stoker
prodigytech:zorrasteel_sword, Zorrasteel Sword
prodigytech:zorrasteel_handbow, Zorrasteel Handbow
questbook:itemquestbook, Quest Book
simplewoodenpipes:pipe, Wooden Pipe
simplewoodenpipes:pump, Pump
bq_standard:loot_chest, Loot Chest
storagedrawers:upgrade_template, Upgrade Template
storagedrawers:upgrade_storage:0, Storage Upgrade (I)
storagedrawers:upgrade_storage:1, Storage Upgrade (II)
storagedrawers:upgrade_storage:2, Storage Upgrade (III)
storagedrawers:upgrade_storage:3, Storage Upgrade (IV)
storagedrawers:upgrade_storage:4, Storage Upgrade (V)
storagedrawers:upgrade_one_stack, Storage Downgrade
storagedrawers:upgrade_status:0, Status Upgrade (I)
storagedrawers:upgrade_status:1, Status Upgrade (II)
storagedrawers:upgrade_void, Void Upgrade
storagedrawers:upgrade_conversion, Conversion Upgrade
storagedrawers:upgrade_creative:0, Creative Storage Upgrade
storagedrawers:upgrade_creative:1, Creative Vending Upgrade
storagedrawers:upgrade_redstone:0, Redstone Upgrade
storagedrawers:upgrade_redstone:1, Redstone Max Upgrade
storagedrawers:upgrade_redstone:2, Redstone Min Upgrade
storagedrawers:drawer_key, Drawer Key
storagedrawers:shroud_key, Concealment Key
storagedrawers:personal_key, Personal Key
storagedrawers:quantify_key, Quantify Key
storagedrawers:tape, Packing Tape
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:keybutton:0, Drawer Key Button
storagedrawers:keybutton:1, Concealment Key Button
storagedrawers:keybutton:2, Personal Key Button
storagedrawers:keybutton:3, Quantify Key Button
storagedrawers:compdrawers, Compacting Drawer
storagedrawers:controller, Drawer Controller
storagedrawers:controllerslave, Controller Slave
storagedrawers:trim:0, Oak Trim
storagedrawers:trim:1, Spruce Trim
storagedrawers:trim:2, Birch Trim
storagedrawers:trim:3, Jungle Trim
storagedrawers:trim:4, Acacia Trim
storagedrawers:trim:5, Dark Oak Trim
storagedrawers:framingtable, Framing Table
storagedrawers:customdrawers:0, Framed Drawer
storagedrawers:customdrawers:1, Framed Drawers 1x2
storagedrawers:customdrawers:2, Framed Drawers 2x2
storagedrawers:customdrawers:3, Framed Half Drawers 1x2
storagedrawers:customdrawers:4, Framed Half Drawers 2x2
storagedrawers:customtrim, Framed Trim
tfctech:pot_ash, Pot with Ash Powder
tfctech:pot_potash, Pot with Potash
tfctech:powder/potash, Potash
tfctech:powder/lime, Lime
tfctech:powder/wood, Sawdust
tfctech:powder/ash, Ash
tfctech:latex/vulcanizing_agents, Vulcanizing Agents
tfctech:latex/rubber_mix, Rubber Mix
tfctech:latex/rubber, Rubber
tfctech:wiredraw/leather_belt, Leather Belt
tfctech:wiredraw/winch, Winch
tfctech:ceramics/unfired/rackwheel_piece, Unfired Rackwheel Piece Mold
tfctech:ceramics/unfired/glass_block, Unfired Glass Block Mold
tfctech:ceramics/unfired/glass_pane, Unfired Glass Pane Mold
tfctech:ceramics/mold/glass_block, Glass Block Mold
tfctech:ceramics/mold/glass_pane, Glass Pane Mold
tfctech:ceramics/mold/rackwheel_piece, Rackwheel Piece Mold
tfctech:metal/iron_groove, item.tfctech.metal.iron_groove.name
tfctech:metal/iron_bowl_mount, item.tfctech.metal.iron_bowl_mount.name
tfctech:metal/iron_draw_plate, item.tfctech.metal.iron_draw_plate.name
tfctech:metal/steel_draw_plate, item.tfctech.metal.steel_draw_plate.name
tfctech:metal/black_steel_draw_plate, item.tfctech.metal.black_steel_draw_plate.name
tfctech:metal/iron_tongs, item.tfctech.metal.iron_tongs.name
tfctech:metal/copper_inductor, item.tfctech.metal.copper_inductor.name
tfctech:metal/tin_sleeve, item.tfctech.metal.tin_sleeve.name
tfctech:metal/brass_sleeve, item.tfctech.metal.brass_sleeve.name
tfctech:metal/steel_sleeve, item.tfctech.metal.steel_sleeve.name
tfctech:metal/bismuth_strip, item.tfctech.metal.bismuth_strip.name
tfctech:metal/bismuth_rackwheel_piece, item.tfctech.metal.bismuth_rackwheel_piece.name
tfctech:metal/bismuth_rackwheel, item.tfctech.metal.bismuth_rackwheel.name
tfctech:metal/bismuth_gear, item.tfctech.metal.bismuth_gear.name
tfctech:metal/bismuth_wire, item.tfctech.metal.bismuth_wire.name
tfctech:metal/bismuth_long_rod, item.tfctech.metal.bismuth_long_rod.name
tfctech:metal/bismuth_rod, item.tfctech.metal.bismuth_rod.name
tfctech:metal/bismuth_bolt, item.tfctech.metal.bismuth_bolt.name
tfctech:metal/bismuth_screw, item.tfctech.metal.bismuth_screw.name
tfctech:metal/bismuth_bronze_strip, item.tfctech.metal.bismuth_bronze_strip.name
tfctech:metal/bismuth_bronze_rackwheel_piece, item.tfctech.metal.bismuth_bronze_rackwheel_piece.name
tfctech:metal/bismuth_bronze_rackwheel, item.tfctech.metal.bismuth_bronze_rackwheel.name
tfctech:metal/bismuth_bronze_gear, item.tfctech.metal.bismuth_bronze_gear.name
tfctech:metal/bismuth_bronze_wire, item.tfctech.metal.bismuth_bronze_wire.name
tfctech:metal/bismuth_bronze_long_rod, item.tfctech.metal.bismuth_bronze_long_rod.name
tfctech:metal/bismuth_bronze_rod, item.tfctech.metal.bismuth_bronze_rod.name
tfctech:metal/bismuth_bronze_bolt, item.tfctech.metal.bismuth_bronze_bolt.name
tfctech:metal/bismuth_bronze_screw, item.tfctech.metal.bismuth_bronze_screw.name
tfctech:metal/black_bronze_strip, item.tfctech.metal.black_bronze_strip.name
tfctech:metal/black_bronze_rackwheel_piece, item.tfctech.metal.black_bronze_rackwheel_piece.name
tfctech:metal/black_bronze_rackwheel, item.tfctech.metal.black_bronze_rackwheel.name
tfctech:metal/black_bronze_gear, item.tfctech.metal.black_bronze_gear.name
tfctech:metal/black_bronze_wire, item.tfctech.metal.black_bronze_wire.name
tfctech:metal/black_bronze_long_rod, item.tfctech.metal.black_bronze_long_rod.name
tfctech:metal/black_bronze_rod, item.tfctech.metal.black_bronze_rod.name
tfctech:metal/black_bronze_bolt, item.tfctech.metal.black_bronze_bolt.name
tfctech:metal/black_bronze_screw, item.tfctech.metal.black_bronze_screw.name
tfctech:metal/brass_strip, item.tfctech.metal.brass_strip.name
tfctech:metal/brass_rackwheel_piece, item.tfctech.metal.brass_rackwheel_piece.name
tfctech:metal/brass_rackwheel, item.tfctech.metal.brass_rackwheel.name
tfctech:metal/brass_gear, item.tfctech.metal.brass_gear.name
tfctech:metal/brass_wire, item.tfctech.metal.brass_wire.name
tfctech:metal/brass_long_rod, item.tfctech.metal.brass_long_rod.name
tfctech:metal/brass_rod, item.tfctech.metal.brass_rod.name
tfctech:metal/brass_bolt, item.tfctech.metal.brass_bolt.name
tfctech:metal/brass_screw, item.tfctech.metal.brass_screw.name
tfctech:metal/bronze_strip, item.tfctech.metal.bronze_strip.name
tfctech:metal/bronze_rackwheel_piece, item.tfctech.metal.bronze_rackwheel_piece.name
tfctech:metal/bronze_rackwheel, item.tfctech.metal.bronze_rackwheel.name
tfctech:metal/bronze_gear, item.tfctech.metal.bronze_gear.name
tfctech:metal/bronze_wire, item.tfctech.metal.bronze_wire.name
tfctech:metal/bronze_long_rod, item.tfctech.metal.bronze_long_rod.name
tfctech:metal/bronze_rod, item.tfctech.metal.bronze_rod.name
tfctech:metal/bronze_bolt, item.tfctech.metal.bronze_bolt.name
tfctech:metal/bronze_screw, item.tfctech.metal.bronze_screw.name
tfctech:metal/copper_strip, item.tfctech.metal.copper_strip.name
tfctech:metal/copper_rackwheel_piece, item.tfctech.metal.copper_rackwheel_piece.name
tfctech:metal/copper_rackwheel, item.tfctech.metal.copper_rackwheel.name
tfctech:metal/copper_gear, item.tfctech.metal.copper_gear.name
tfctech:metal/copper_wire, item.tfctech.metal.copper_wire.name
tfctech:metal/copper_long_rod, item.tfctech.metal.copper_long_rod.name
tfctech:metal/copper_rod, item.tfctech.metal.copper_rod.name
tfctech:metal/copper_bolt, item.tfctech.metal.copper_bolt.name
tfctech:metal/copper_screw, item.tfctech.metal.copper_screw.name
tfctech:metal/gold_strip, item.tfctech.metal.gold_strip.name
tfctech:metal/gold_rackwheel_piece, item.tfctech.metal.gold_rackwheel_piece.name
tfctech:metal/gold_rackwheel, item.tfctech.metal.gold_rackwheel.name
tfctech:metal/gold_gear, item.tfctech.metal.gold_gear.name
tfctech:metal/gold_wire, item.tfctech.metal.gold_wire.name
tfctech:metal/gold_long_rod, item.tfctech.metal.gold_long_rod.name
tfctech:metal/gold_rod, item.tfctech.metal.gold_rod.name
tfctech:metal/gold_bolt, item.tfctech.metal.gold_bolt.name
tfctech:metal/gold_screw, item.tfctech.metal.gold_screw.name
tfctech:metal/lead_strip, item.tfctech.metal.lead_strip.name
tfctech:metal/lead_rackwheel_piece, item.tfctech.metal.lead_rackwheel_piece.name
tfctech:metal/lead_rackwheel, item.tfctech.metal.lead_rackwheel.name
tfctech:metal/lead_gear, item.tfctech.metal.lead_gear.name
tfctech:metal/lead_wire, item.tfctech.metal.lead_wire.name
tfctech:metal/lead_long_rod, item.tfctech.metal.lead_long_rod.name
tfctech:metal/lead_rod, item.tfctech.metal.lead_rod.name
tfctech:metal/lead_bolt, item.tfctech.metal.lead_bolt.name
tfctech:metal/lead_screw, item.tfctech.metal.lead_screw.name
tfctech:metal/nickel_strip, item.tfctech.metal.nickel_strip.name
tfctech:metal/nickel_rackwheel_piece, item.tfctech.metal.nickel_rackwheel_piece.name
tfctech:metal/nickel_rackwheel, item.tfctech.metal.nickel_rackwheel.name
tfctech:metal/nickel_gear, item.tfctech.metal.nickel_gear.name
tfctech:metal/nickel_wire, item.tfctech.metal.nickel_wire.name
tfctech:metal/nickel_long_rod, item.tfctech.metal.nickel_long_rod.name
tfctech:metal/nickel_rod, item.tfctech.metal.nickel_rod.name
tfctech:metal/nickel_bolt, item.tfctech.metal.nickel_bolt.name
tfctech:metal/nickel_screw, item.tfctech.metal.nickel_screw.name
tfctech:metal/rose_gold_strip, item.tfctech.metal.rose_gold_strip.name
tfctech:metal/rose_gold_rackwheel_piece, item.tfctech.metal.rose_gold_rackwheel_piece.name
tfctech:metal/rose_gold_rackwheel, item.tfctech.metal.rose_gold_rackwheel.name
tfctech:metal/rose_gold_gear, item.tfctech.metal.rose_gold_gear.name
tfctech:metal/rose_gold_wire, item.tfctech.metal.rose_gold_wire.name
tfctech:metal/rose_gold_long_rod, item.tfctech.metal.rose_gold_long_rod.name
tfctech:metal/rose_gold_rod, item.tfctech.metal.rose_gold_rod.name
tfctech:metal/rose_gold_bolt, item.tfctech.metal.rose_gold_bolt.name
tfctech:metal/rose_gold_screw, item.tfctech.metal.rose_gold_screw.name
tfctech:metal/silver_strip, item.tfctech.metal.silver_strip.name
tfctech:metal/silver_rackwheel_piece, item.tfctech.metal.silver_rackwheel_piece.name
tfctech:metal/silver_rackwheel, item.tfctech.metal.silver_rackwheel.name
tfctech:metal/silver_gear, item.tfctech.metal.silver_gear.name
tfctech:metal/silver_wire, item.tfctech.metal.silver_wire.name
tfctech:metal/silver_long_rod, item.tfctech.metal.silver_long_rod.name
tfctech:metal/silver_rod, item.tfctech.metal.silver_rod.name
tfctech:metal/silver_bolt, item.tfctech.metal.silver_bolt.name
